38,7,22
38,8,0
38,12,5
38,15,25
38,20,10
38,21,40
38,23,42
38,31,16
38,35,14
38,36,38
37,14,8
37,5,35
37,38,31
37,40,15
37,42,12
37,25,21
37,10,36
37,16,23
37,0,7
37,22,20
36,21,16
36,35,38
36,12,14
36,15,42
36,30,5
36,36,40
36,7,25
36,20,0
36,8,22
36,23,10
35,22,35
35,5,15
35,16,36
35,38,20
35,40,7
35,25,31
35,14,23
35,0,12
35,42,21
35,10,8
