28,1,14,,
28,10,0,,
30,2,6,,
30,1,5,,
30,3,0,,
30,10,4,,
30,12,14,,
30,13,15,,
30,17,8,,
30,16,11,,
30,18,19,,
30,7,9,,
31,16,18,,
31,4,17,,
31,5,10,,
31,9,6,,
31,12,1,,
31,13,7,,
31,8,3,,
31,11,14,,
31,15,0,,
31,19,2,,
32,2,12,,
32,0,13,,
32,1,19,,
32,3,11,,
32,6,4,,
32,14,16,,
32,17,15,,
32,10,9,,
32,18,5,,
32,7,8,,
33,12,18,,
33,4,14,,
33,8,6,,
33,11,2,,
33,13,3,,
33,15,10,,
33,16,7,,
33,5,17,,
33,9,1,,
33,19,0,,
34,2,16,,
34,0,8,,
34,6,5,,
34,7,15,,
34,10,12,,
34,17,13,,
34,18,4,,
34,1,11,,
34,14,19,,
34,3,9,,
35,2,8,,
35,3,10,,
35,9,4,,
35,11,15,,
35,13,18,,
35,17,12,,
35,19,7,,
35,14,5,,
35,16,0,,
35,1,6,,
36,0,9,,
36,4,19,,
36,5,13,,
36,6,11,,
36,7,1,,
36,8,14,,
36,10,2,,
36,12,16,,
36,15,3,,
36,18,17,,
37,2,15,,
37,1,0,,
37,3,12,,
37,9,5,,
37,11,18,,
37,13,4,,
37,14,7,,
37,16,8,,
37,17,10,,
37,19,6,,
38,0,17,,
38,4,3,,
38,5,19,,
38,6,16,,
38,7,2,,
38,8,11,,
38,10,13,,
38,12,9,,
38,15,14,,-
38,1,18,,
